klucz,age,height_cm,weight_kg,value_eur,overall
00011311,22,170,60,600000,64
00006566,22,183,74,1100000,68
00007898,28,191,85,750000,67
00000295,24,186,76,20500000,81
00001637,25,176,71,8000000,75
00004149,28,187,83,2400000,71
00000971,25,193,88,11500000,77
00006672,22,187,87,1200000,68
00010363,32,183,70,425000,65
00001761,27,174,70,6500000,75
00004259,32,189,83,1500000,71
00008164,30,181,77,725000,67
00011643,31,173,74,400000,64
00007537,24,178,73,950000,67
00002168,25,172,67,7000000,74
00003967,24,178,74,3200000,71
00001944,29,185,90,4700000,75
00018530,19,191,77,70000,51
00004878,25,183,80,2200000,70
00006100,30,182,67,975000,69
00006414,22,188,79,1400000,68
00016413,23,179,72,180000,58
00004772,25,183,69,2300000,70
00010522,30,197,92,450000,65
00005476,20,173,68,1700000,69
00008318,29,175,70,750000,67
00007117,31,190,89,675000,68
00011276,23,184,81,550000,64
00013236,22,186,77,450000,62
00009122,27,188,75,650000,66
00005225,27,178,72,1600000,70
00001631,26,186,79,6500000,75
00003259,24,180,79,4100000,72
00015090,20,181,79,300000,60
00015716,20,191,76,240000,59
00009534,28,188,73,550000,66
00009279,33,188,93,350000,66
00010175,28,194,85,475000,65
00009635,21,179,70,900000,65
00006896,27,183,82,1000000,68
00009912,23,187,80,650000,65
00009824,21,180,70,800000,65
00001115,29,180,82,7500000,77
00002913,33,183,75,2500000,73
00011046,23,182,67,600000,64
00011183,23,193,74,550000,64
00008281,28,188,79,650000,67
00006390,21,174,65,1600000,68
00004920,28,183,73,1800000,70
00011598,30,185,81,375000,64
00013631,26,183,65,350000,62
00011663,28,191,86,400000,64
00005992,33,176,65,475000,69
00009910,24,183,75,675000,65
00007910,27,185,78,625000,67
00006536,23,185,79,1100000,68
00007156,33,177,76,400000,68
00005859,28,187,80,875000,69
00008222,34,179,73,275000,67
00015836,24,178,70,180000,59
00000781,26,179,78,12000000,78
00003248,26,175,61,3600000,72
00008267,29,188,85,650000,67
00013294,23,181,75,400000,62
00001529,22,185,77,9500000,75
00008771,24,178,77,900000,66
00004675,24,185,68,2200000,70
00009693,21,178,75,800000,65
00006838,27,184,79,900000,68
00014533,26,171,68,300000,61
00000785,34,188,77,5500000,78
00007218,29,187,75,750000,68
00011755,29,166,65,375000,64
00013806,33,180,74,140000,62
00002337,32,177,76,3500000,74
00016696,20,178,77,230000,57
00000478,29,184,73,12500000,80
00003050,30,174,62,3200000,73
00005984,35,170,65,300000,69
00005781,24,178,74,1300000,69
00013276,22,170,67,475000,62
00000035,25,173,64,60000000,87
00010804,20,184,72,925000,64
00006619,23,170,63,1200000,68
00003644,29,181,78,2600000,72
00007533,24,187,80,1000000,67
00002881,27,186,82,4300000,73
00001908,29,175,72,6500000,75
00000591,27,187,86,14500000,79
00002558,24,186,80,5500000,73
00004282,31,189,87,1800000,71
00003469,39,185,78,325000,72
00001536,23,187,76,10500000,75
00003859,23,188,80,3300000,71
00003022,28,181,72,4000000,73
00005329,24,176,78,1700000,70
00009473,20,181,69,725000,66
00003422,38,189,83,625000,72
00007911,26,175,74,900000,67
00006568,24,183,80,1300000,68
00000031,25,179,69,63000000,87
00000693,22,182,78,15500000,78
00010008,25,184,75,700000,65
00005743,25,184,77,1300000,69
00001143,30,178,72,7000000,77
00001554,23,178,68,10000000,75
00004114,29,187,85,2200000,71
00002695,25,191,87,3500000,73
00000963,25,187,79,10500000,77
00007761,26,187,83,850000,67
00003468,32,178,66,2400000,72
00001720,28,175,74,6500000,75
00009038,26,187,81,650000,66
00008461,20,187,71,1400000,66
00002535,24,184,74,4500000,73
00009444,32,177,62,400000,66
00001865,34,186,83,2900000,75
00011477,27,174,74,525000,64
00007200,30,172,70,825000,68
00010685,30,176,67,525000,65
00007902,26,191,83,900000,67
00000803,33,181,76,6500000,78
00013063,20,169,68,525000,62
00003410,26,173,72,3700000,72
00012926,28,173,71,375000,63
00007654,25,178,78,1000000,67
00000196,31,171,70,19500000,83
00006535,24,176,73,1100000,68
00005848,28,185,88,1000000,69
00006971,33,187,84,425000,68
00009403,34,179,74,250000,66
00003279,26,171,64,3800000,72
00007689,24,178,73,1000000,67
00000479,29,182,74,15000000,80
00003645,32,187,83,1900000,72
00017156,17,180,70,160000,56
00001055,31,190,80,6500000,77
00012979,18,180,67,625000,62
00005181,28,169,64,1800000,70
00001541,20,180,71,10500000,75
00010684,32,195,88,425000,65
00008817,24,190,74,875000,66
00008410,26,185,78,700000,67
00005366,30,177,73,1700000,70
00001934,27,185,78,7000000,75
00010972,22,180,75,700000,64
00006954,36,178,70,300000,68
00013623,28,196,78,300000,62
00006747,27,189,80,775000,68
00010486,29,180,75,450000,65
00010877,21,182,72,750000,64
00002006,27,180,66,6000000,75
00011188,23,189,73,550000,64
00010009,24,178,72,650000,65
00008675,24,180,71,900000,66
00001039,37,184,80,900000,77
00002513,23,170,69,5500000,73
00011054,22,181,68,600000,64
00014471,26,174,69,275000,61
00004864,26,180,75,1900000,70
00002002,31,186,82,6000000,75
00012461,24,194,81,425000,63
00006918,36,175,68,300000,68
00011651,29,188,83,425000,64
00004490,28,185,78,1700000,71
00004683,23,176,69,2200000,70
00008799,24,180,75,850000,66
00005680,25,174,65,1200000,69
00009542,34,175,70,230000,66
00013802,31,172,73,275000,62
00005066,33,173,68,875000,70
00006349,20,175,68,1900000,68
00002299,31,190,83,4200000,74
00007138,28,175,68,775000,68
00006487,23,168,69,1300000,68
00008055,34,169,65,375000,67
00003723,32,178,72,1900000,72
00006168,26,175,73,1100000,69
00012752,28,180,73,375000,63
00013719,30,175,66,275000,62
00016015,28,173,77,150000,59
00000567,27,186,80,13000000,79
00016912,23,187,81,160000,57
00011253,23,176,74,600000,64
00016045,28,178,64,130000,59
00008966,26,185,79,825000,66
00014270,23,172,72,350000,61
00002959,31,179,78,2900000,73
00014204,22,177,73,400000,61
00010725,28,176,71,475000,65
00008855,24,183,79,750000,66
00001977,28,168,61,6500000,75
00006636,25,175,64,1000000,68
00017677,22,165,68,140000,55
00006632,24,193,69,900000,68
00003594,34,177,74,1600000,72
00009762,22,170,68,825000,65
00008258,31,167,63,550000,67
00010592,32,191,76,350000,65
00013853,31,175,70,220000,62
00010089,26,185,77,500000,65
00008310,27,185,77,825000,67
00009914,25,188,83,650000,65
00009258,31,182,80,475000,66
00006372,20,180,73,1600000,68
00016679,18,173,70,220000,57
00008514,20,183,75,1100000,66
00009433,28,178,72,550000,66
00006633,25,180,67,1000000,68
00007638,23,180,81,1000000,67
00008135,30,172,72,625000,67
00000095,28,181,76,39000000,85
00014350,25,191,81,250000,61
00001360,31,181,72,5500000,76
00002208,25,173,70,7000000,74
00010405,31,183,76,475000,65
00003777,27,165,71,2800000,72
00001763,26,185,77,8000000,75
00007305,32,175,75,700000,68
00015338,27,180,68,230000,60
00005196,31,189,83,1300000,70
00010338,35,189,84,160000,65
00004035,27,170,74,2600000,71
00002083,21,187,76,8500000,74
00005138,30,175,75,1400000,70
00006313,30,185,85,1000000,69
00011143,24,183,84,575000,64
00015911,22,176,86,190000,59
00002268,34,189,81,2700000,74
00003263,27,191,85,3400000,72
00002734,27,183,80,4700000,73
00011682,27,187,85,400000,64
00003654,28,180,73,3100000,72
00012462,25,184,76,475000,63
00009940,23,193,81,675000,65
00013185,21,178,72,500000,62
00009130,36,179,74,200000,66
00002735,27,177,78,4600000,73
00000866,27,185,87,9000000,78
00014274,23,178,64,350000,61
00002915,30,185,77,3900000,73
00015333,27,193,79,220000,60
00012529,25,185,74,475000,63
00015858,24,180,75,220000,59
00014088,23,185,75,400000,61
00011672,29,181,79,450000,64
00014953,22,182,70,350000,60
00001745,27,191,79,6500000,75
00016008,32,180,70,100000,59
00004703,25,184,80,2100000,70
00013569,25,172,72,325000,62
00007722,26,195,81,875000,67
00001904,29,180,62,6500000,75
00012966,19,171,67,650000,62
00009286,31,178,65,475000,66
00000044,30,185,85,48500000,87
00009621,20,182,69,1000000,65
00000873,31,185,88,7500000,78
00011500,27,189,84,525000,64
00004334,28,185,77,2000000,71
00011427,26,185,80,475000,64
00008756,23,180,71,775000,66
00011591,33,183,78,210000,64
00001664,27,196,88,7000000,75
00001311,29,188,84,7500000,76
00014736,18,175,70,425000,60
00017070,31,191,81,90000,57
00012086,20,177,70,625000,63
00014995,21,172,63,325000,60
00008567,22,178,69,1000000,66
00008076,29,172,64,625000,67
00001577,22,185,70,9500000,75
00012548,25,178,81,450000,63
00008017,34,182,82,275000,67
00006145,29,182,83,875000,69
00006073,33,192,85,575000,69
00003224,25,188,90,4200000,72
00011849,33,185,75,220000,64
00012613,27,180,76,425000,63
00007660,24,189,79,1000000,67
00000070,25,186,81,44500000,85
00004796,25,180,81,2000000,70
00012688,34,188,79,180000,63
00007182,29,171,67,875000,68
00008802,25,180,77,875000,66
00004355,31,175,68,1700000,71
00004182,42,182,74,240000,71
00001291,26,191,91,8500000,76
00007849,26,190,78,800000,67
00006757,27,188,78,775000,68
00010661,30,173,70,450000,65
00016204,21,177,71,275000,58
00002264,38,184,79,1000000,74
00012478,22,195,90,425000,63
00007993,31,170,68,675000,67
00011354,27,184,72,500000,64
00006312,28,179,76,925000,69
00008054,31,185,79,675000,67
00007239,27,170,70,950000,68
00011667,32,183,79,350000,64
00004549,23,187,80,2800000,70
00009371,28,175,70,650000,66
00003333,28,189,89,2700000,72
00004295,29,185,78,2000000,71
00008221,29,185,74,550000,67
00001668,25,182,82,7500000,75
00013741,27,178,66,325000,62
00014937,22,185,75,325000,60
00014591,30,176,67,210000,61
00013361,24,185,64,425000,62
00001011,27,174,74,9000000,77
00008986,26,170,69,800000,66
00012145,20,179,70,600000,63
00017189,18,177,72,180000,56
00002533,22,191,75,5500000,73
00018204,21,176,65,100000,53
00003171,23,179,70,3900000,72
00011456,27,180,75,475000,64
00004154,27,178,74,2800000,71
00012745,28,180,76,325000,63
00001544,23,191,70,9000000,75
00011099,24,185,85,650000,64
00006669,23,175,74,1200000,68
00007390,20,166,57,1300000,67
00012365,24,176,72,500000,63
00006724,27,183,74,975000,68
00008420,34,186,82,400000,67
00008905,25,170,61,725000,66
00000379,22,179,72,20500000,80
00008084,32,177,69,600000,67
00002594,26,187,77,4800000,73
00014432,24,188,74,275000,61
00004650,21,170,73,2500000,70
00004907,27,185,82,2100000,70
00005954,34,188,79,550000,69
00008629,23,175,75,950000,66
00008678,24,184,82,800000,66
00007417,22,173,65,1200000,67
00013245,22,184,70,425000,62
00004662,23,178,73,2200000,70
00007509,23,183,78,1000000,67
00000840,31,174,74,8000000,78
00007216,32,182,77,575000,68
00015199,22,175,65,250000,60
00010265,26,175,68,550000,65
00004286,33,203,96,1300000,71
00000520,24,174,78,17500000,79
00001961,38,182,74,1400000,75
00005440,23,184,76,1700000,69
00009963,25,182,70,525000,65
00003044,32,190,88,2600000,73
00010178,27,185,75,575000,65
00013470,24,180,76,350000,62
00006118,30,180,72,825000,69
00011472,26,185,80,525000,64
00011229,22,197,88,550000,64
00005259,31,177,75,1600000,70
00008436,20,188,79,1300000,66
00006827,28,187,83,775000,68
00001982,31,171,72,6000000,75
00010028,23,168,61,650000,65
00009376,27,179,80,575000,66
00006950,37,179,76,275000,68
00005361,28,170,72,1500000,70
00003222,24,175,71,3700000,72
00007748,26,188,76,850000,67
00003246,25,178,75,4100000,72
00001576,23,176,66,9000000,75
00007271,30,183,88,725000,68
00002116,25,173,75,7000000,74
00003275,26,188,77,3400000,72
00007051,32,184,79,725000,68
00005940,36,187,81,210000,69
00002911,30,189,77,3200000,73
00011595,32,178,74,350000,64
00010438,31,194,81,400000,65
00011045,23,176,64,675000,64
00008257,28,174,67,750000,67
00010415,31,196,87,475000,65
00008111,29,186,78,650000,67
00013495,25,170,70,400000,62
00008649,22,183,73,875000,66
00008402,29,177,74,725000,67
00003343,26,158,56,3800000,72
00005362,27,186,82,1900000,70
00010163,24,172,64,675000,65
00000389,24,185,82,18000000,80
00002179,27,186,80,4900000,74
00000695,21,187,68,15500000,78
00015321,26,186,75,250000,60
00004708,24,187,90,2400000,70
00000624,33,186,76,8000000,79
00012050,20,167,60,625000,63
00003403,26,174,75,3700000,72
00001007,26,180,70,9000000,77
00000788,36,171,77,3700000,78
00012568,26,185,72,450000,63
00010250,26,178,77,625000,65
00013871,31,165,64,220000,62
00001898,33,189,82,3000000,75
00009855,24,186,74,575000,65
00007319,18,174,68,1600000,67
00010223,25,182,71,575000,65
00007586,23,167,69,1100000,67
00012189,21,182,73,525000,63
00001146,31,185,77,5500000,77
00000174,31,177,77,22500000,83
00006183,36,182,78,210000,69
00014377,24,168,72,300000,61
00012121,21,173,70,550000,63
00000835,28,180,66,10500000,78
00010232,27,183,77,600000,65
00006935,37,183,77,325000,68
00000826,28,191,92,10500000,78
00008707,23,177,78,800000,66
00006730,25,184,74,1100000,68
00003487,32,181,73,2000000,72
00004945,29,191,81,1700000,70
00004103,27,194,92,2500000,71
00014448,26,175,59,300000,61
00008307,30,183,85,625000,67
00003783,24,170,67,3400000,72
00002452,20,185,85,5500000,74
00006290,28,186,79,775000,69
00001625,24,183,71,8000000,75
00004138,26,171,66,2800000,71
00003602,31,169,72,2800000,72
00003535,33,177,69,1400000,72
00007901,27,176,76,750000,67
00000417,27,179,70,16500000,80
00010462,33,187,82,300000,65
00000254,29,176,65,21500000,82
00008018,32,180,70,475000,67
00005586,25,189,82,1100000,69
00014555,34,189,73,90000,61
00003716,30,173,70,2900000,72
00000357,28,175,75,15000000,81
00001462,27,170,66,8000000,76
00009564,29,175,69,625000,66
00005783,25,174,71,1300000,69
00003794,30,176,70,3000000,72
00009953,23,169,64,750000,65
00004037,24,172,66,3000000,71
00002239,26,173,68,6500000,74
00015711,21,178,66,275000,59
00001255,24,174,64,9000000,76
00004723,24,179,74,2100000,70
00000536,23,180,76,17000000,79
00004994,32,177,71,1400000,70
00004777,26,194,88,1700000,70
00010117,26,190,80,675000,65
00000061,28,173,73,38000000,86
00000018,28,185,84,59500000,89
00002278,39,186,79,575000,74
00015261,26,186,80,240000,60
00006615,25,194,80,1100000,68
00003552,31,186,84,2400000,72
00006738,26,180,74,1100000,68
00004862,27,190,77,1900000,70
00006265,24,191,87,1000000,69
00001795,33,179,76,3900000,75
00002003,30,177,74,6500000,75
00017450,27,180,65,110000,56
00006256,32,170,68,800000,69
00012522,27,186,78,400000,63
00018051,30,178,76,60000,54
00012702,34,182,80,130000,63
00018683,25,177,70,50000,51
00018943,23,186,80,40000,47
00012849,32,183,70,220000,63
00010409,34,180,75,275000,65
00005006,33,175,68,800000,70
00012840,28,177,69,375000,63
00009370,28,183,73,650000,66
00005202,28,181,76,1600000,70
00011072,23,181,75,650000,64
00002749,41,189,80,400000,73
00010115,26,174,69,650000,65
00002324,32,185,79,3700000,74
00001163,24,174,71,10000000,77
00003312,25,185,75,3800000,72
00001453,28,182,69,6500000,76
00000988,27,180,73,9500000,77
00009811,23,173,72,800000,65
00000930,23,180,73,12000000,77
00004506,28,178,72,2400000,71
00007240,27,170,66,925000,68
00000634,30,182,77,10000000,79
00002017,28,185,85,6000000,75
00004687,25,183,80,2200000,70
00008774,24,180,70,875000,66
00008190,29,181,76,750000,67
00005332,28,172,66,1800000,70
00006851,29,191,80,725000,68
00000002,35,187,83,46000000,92
00007042,36,180,77,275000,68
00009291,30,191,78,625000,66
00000276,21,172,66,26500000,81
00003927,24,173,71,3200000,71
00015020,21,182,75,350000,60
00001356,33,189,82,3600000,76
00004653,25,182,80,2200000,70
00003052,34,189,86,1800000,73
00000133,28,180,78,27500000,84
00003531,29,182,75,3000000,72
00003569,29,187,88,3100000,72
00010448,29,178,77,525000,65
00003679,29,168,70,2600000,72
00011468,26,168,64,450000,64
00008097,29,180,72,625000,67
00017042,26,185,83,130000,57
00004421,29,180,73,2000000,71
00003584,28,179,68,2700000,72
00016411,23,178,72,190000,58
00008688,25,190,83,800000,66
00012915,29,172,70,350000,63
00006996,34,182,75,325000,68
00003324,27,191,87,3300000,72
00002971,31,177,77,3500000,73
00003460,35,189,82,1400000,72
00009092,27,183,79,750000,66
00007028,30,183,75,875000,68
00007680,25,184,75,1000000,67
00010224,26,177,71,575000,65
00001570,23,179,72,8500000,75
00012641,27,180,78,425000,63
00018039,23,175,73,90000,54
00002122,24,176,77,7500000,74
00005125,29,191,90,1500000,70
00010470,29,190,84,375000,65
00007667,23,187,77,925000,67
00013137,22,169,66,525000,62
00005272,28,174,70,1500000,70
00000663,30,177,80,12000000,79
00013831,32,189,82,190000,62
00004751,26,188,72,1700000,70
00000427,25,183,72,17500000,80
00011819,27,176,64,475000,64
00005175,30,188,86,1200000,70
00003277,25,182,72,3500000,72
00008843,23,180,77,775000,66
00006061,29,174,72,1000000,69
00000255,30,180,72,18000000,82
00002949,29,183,83,3900000,73
00003676,33,182,75,1500000,72
00006627,25,182,74,1200000,68
00000981,25,180,70,11000000,77
00009563,33,173,70,400000,66
00001114,29,188,84,7500000,77
00001560,20,178,69,9000000,75
00003692,33,186,79,1500000,72
00003201,25,185,77,3800000,72
00001866,31,178,70,4800000,75
00007162,30,187,80,725000,68
00008548,21,187,76,1000000,66
00010094,25,177,75,600000,65
00017449,27,186,78,90000,56
00006433,22,178,64,1300000,68
00006344,20,166,65,2000000,68
00001243,23,176,70,9000000,76
00000738,23,192,89,12000000,78
00001112,32,182,80,7000000,77
00000531,23,187,71,17000000,79
00015254,23,180,76,210000,60
00006243,31,184,78,775000,69
00013183,22,183,85,450000,62
00005648,25,184,84,1200000,69
00016018,28,178,76,150000,59
00006205,30,177,73,875000,69
00009229,30,184,78,525000,66
00011079,22,177,70,650000,64
00001941,34,172,68,2600000,75
00009156,32,185,85,425000,66
00012330,24,177,67,525000,63
00005831,27,192,80,1100000,69
00002802,33,189,85,1900000,73
00012277,24,182,74,475000,63
00016565,28,189,80,130000,58
00002271,35,185,80,1700000,74
00006068,30,177,74,825000,69
00009817,22,187,86,725000,65
00013864,32,191,104,180000,62
00000801,33,183,75,4700000,78
00000769,26,187,89,10500000,78
00001047,32,184,83,5500000,77
00006837,27,182,81,925000,68
00017257,21,176,70,160000,56
00008029,38,187,81,275000,67
00011416,26,185,91,475000,64
00006605,23,172,64,1100000,68
00009842,23,170,60,750000,65
00005617,22,184,75,1400000,69
00002991,27,176,70,4200000,73
00000768,28,172,71,10500000,78
00005972,33,182,79,625000,69
00002688,27,188,80,4200000,73
00001906,30,180,77,6500000,75
00001870,30,188,79,5500000,75
00011974,20,188,100,825000,63
00000238,28,178,72,21500000,82
00012618,24,175,73,450000,63
00006542,22,190,83,1100000,68
00004371,30,190,86,2200000,71
00006743,27,181,77,975000,68
00012074,21,186,76,625000,63
00011121,20,177,68,625000,64
00000551,24,188,80,14500000,79
00014414,25,182,73,275000,61
00006505,23,182,80,1300000,68
00007068,29,181,71,875000,68
00009367,30,187,84,525000,66
00009543,29,180,74,650000,66
00004258,30,182,74,2200000,71
00003281,26,175,70,3400000,72
00012865,32,173,63,300000,63
00007979,34,183,78,275000,67
00014445,26,186,80,275000,61
00013814,28,184,76,275000,62
00005300,35,182,82,475000,70
00003960,24,183,75,2800000,71
00009179,32,183,73,475000,66
00011304,25,179,75,575000,64
